resultId,raceId,driverId,constructorId,number_x,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,driverRef,number_y,code,forename,surname,dob,nationality,url
12826,528,239,1,30.0,13,\N,R,20,0,11,\N,\N,\N,\N,\N,\N,25,1978,lunger,\N,\N,Brett,Lunger,1945-11-14,American,http://en.wikipedia.org/wiki/Brett_Lunger
12827,528,221,25,4.0,11,\N,R,21,0,8,\N,\N,\N,\N,\N,\N,3,1978,depailler,\N,\N,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler
12828,528,211,63,18.0,24,\N,R,22,0,5,\N,\N,\N,\N,\N,\N,3,1978,keegan,\N,\N,Rupert,Keegan,1955-02-26,British,http://en.wikipedia.org/wiki/Rupert_Keegan
12829,528,241,57,23.0,17,\N,R,23,0,0,\N,\N,\N,\N,\N,\N,7,1978,leoni,\N,\N,Lamberto,Leoni,1953-05-24,Italian,http://en.wikipedia.org/wiki/Lamberto_Leoni
12830,528,197,54,10.0,16,\N,W,24,0,0,\N,\N,\N,\N,\N,\N,54,1978,jarier,\N,\N,Jean-Pierre,Jarier,1946-07-10,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
12831,528,232,60,37.0,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,1978,merzario,\N,\N,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario
12832,528,158,55,32.0,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,1978,cheever,\N,\N,Eddie,Cheever,1958-01-10,American,http://en.wikipedia.org/wiki/Eddie_Cheever
12833,528,230,63,19.0,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,1978,brambilla,\N,\N,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla
12834,528,242,64,24.0,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,1978,galica,\N,\N,Divina,Galica,1944-08-13,British,http://en.wikipedia.org/wiki/Divina_Galica
12835,529,238,32,6.0,12,1,1,1,9,78,1:42:15.767,6135767,\N,\N,\N,\N,1,1978,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson
12836,529,221,25,4.0,11,2,2,2,6,78,+0.466,6136233,\N,\N,\N,\N,1,1978,depailler,\N,\N,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler
12837,529,187,34,2.0,10,3,3,3,4,78,+4.442,6140209,\N,\N,\N,\N,1,1978,watson,\N,\N,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver)
12838,529,178,3,27.0,18,4,4,4,3,78,+30.986,6166753,\N,\N,\N,\N,1,1978,jones,\N,\N,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
12839,529,172,27,26.0,13,5,5,5,2,78,+1:09.218,6204985,\N,\N,\N,\N,1,1978,laffite,\N,\N,Jacques,Laffite,1943-11-21,French,http://en.wikipedia.org/wiki/Jacques_Laffite
12840,529,202,25,3.0,14,6,6,6,1,77,\N,\N,\N,\N,\N,\N,11,1978,pironi,\N,\N,Didier,Pironi,1952-03-26,French,http://en.wikipedia.org/wiki/Didier_Pironi
12841,529,207,32,5.0,2,7,7,7,0,77,\N,\N,\N,\N,\N,\N,11,1978,mario_andretti,\N,\N,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti
12842,529,197,54,10.0,17,8,8,8,0,77,\N,\N,\N,\N,\N,\N,11,1978,jarier,\N,\N,Jean-Pierre,Jarier,1946-07-10,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
12843,529,243,21,36.0,22,9,9,9,0,77,\N,\N,\N,\N,\N,\N,11,1978,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen
12844,529,212,32,25.0,21,10,10,10,0,77,\N,\N,\N,\N,\N,\N,11,1978,rebaque,\N,\N,Hector,Rebaque,1956-02-05,Mexican,http://en.wikipedia.org/wiki/Hector_Rebaque
12845,529,239,1,30.0,20,11,11,11,0,76,\N,\N,\N,\N,\N,\N,12,1978,lunger,\N,\N,Brett,Lunger,1945-11-14,American,http://en.wikipedia.org/wiki/Brett_Lunger
12846,529,230,63,19.0,19,12,12,12,0,76,\N,\N,\N,\N,\N,\N,12,1978,brambilla,\N,\N,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla
12847,529,119,21,35.0,7,\N,R,13,0,63,\N,\N,\N,\N,\N,\N,5,1978,patrese,\N,\N,Riccardo,Patrese,1954-04-17,Italian,http://en.wikipedia.org/wiki/Riccardo_Patrese
12848,529,222,59,20.0,5,\N,R,14,0,59,\N,\N,\N,\N,\N,\N,20,1978,scheckter,\N,\N,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter
12849,529,175,1,8.0,4,\N,R,15,0,56,\N,\N,\N,\N,\N,\N,3,1978,tambay,\N,\N,Patrick,Tambay,1949-06-25,French,http://en.wikipedia.org/wiki/Patrick_Tambay
12850,529,203,6,12.0,8,\N,R,16,0,55,\N,\N,\N,\N,\N,\N,44,1978,gilles_villeneuve,\N,\N,Gilles,Villeneuve,1950-01-18,Canadian,http://en.wikipedia.org/wiki/Gilles_Villeneuve
12851,529,199,6,11.0,9,\N,R,17,0,55,\N,\N,\N,\N,\N,\N,20,1978,reutemann,\N,\N,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann
12852,529,182,34,1.0,1,\N,R,18,0,52,\N,\N,\N,\N,\N,\N,5,1978,lauda,\N,\N,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda
12853,529,211,63,18.0,23,\N,R,19,0,52,\N,\N,\N,\N,\N,\N,5,1978,keegan,\N,\N,Rupert,Keegan,1955-02-26,British,http://en.wikipedia.org/wiki/Rupert_Keegan
12854,529,200,54,9.0,15,\N,R,20,0,43,\N,\N,\N,\N,\N,\N,5,1978,mass,\N,\N,Jochen,Mass,1946-09-30,German,http://en.wikipedia.org/wiki/Jochen_Mass
12855,529,232,60,37.0,26,\N,R,21,0,39,\N,\N,\N,\N,\N,\N,22,1978,merzario,\N,\N,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario
12856,529,219,4,15.0,6,\N,R,22,0,38,\N,\N,\N,\N,\N,\N,5,1978,jabouille,\N,\N,Jean-Pierre,Jabouille,1942-10-01,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
12857,529,177,55,32.0,24,\N,R,23,0,15,\N,\N,\N,\N,\N,\N,8,1978,keke_rosberg,\N,\N,Keke,Rosberg,1948-12-06,Finnish,http://en.wikipedia.org/wiki/Keke_Rosberg
12858,529,224,56,14.0,16,\N,R,24,0,9,\N,\N,\N,\N,\N,\N,7,1978,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
12859,529,158,64,24.0,25,\N,R,25,0,8,\N,\N,\N,\N,\N,\N,44,1978,cheever,\N,\N,Eddie,Cheever,1958-01-10,American,http://en.wikipedia.org/wiki/Eddie_Cheever
12860,529,231,1,7.0,3,\N,R,26,0,5,\N,\N,\N,\N,\N,\N,5,1978,hunt,\N,\N,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt
12861,529,163,65,31.0,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,1978,arnoux,\N,\N,René,Arnoux,1948-07-04,French,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
12862,529,223,58,17.0,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,1978,regazzoni,\N,\N,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni
12863,529,241,57,23.0,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,81,1978,leoni,\N,\N,Lamberto,Leoni,1953-05-24,Italian,http://en.wikipedia.org/wiki/Lamberto_Leoni
12864,529,233,58,16.0,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,81,1978,stuck,\N,\N,Hans-Joachim,Stuck,1951-01-01,German,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck
12865,530,199,6,11.0,1,1,1,1,9,80,1:52:01.301,6721301,\N,\N,\N,\N,1,1978,reutemann,\N,\N,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann
12866,530,207,32,5.0,4,2,2,2,6,80,+11.061,6732362,\N,\N,\N,\N,1,1978,mario_andretti,\N,\N,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti
12867,530,221,25,4.0,12,3,3,3,4,80,+28.951,6750252,\N,\N,\N,\N,1,1978,depailler,\N,\N,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler
12868,530,238,32,6.0,6,4,4,4,3,80,+45.603,6766904,\N,\N,\N,\N,1,1978,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson
12869,530,172,27,26.0,14,5,5,5,2,80,+1:22.884,6804185,\N,\N,\N,\N,1,1978,laffite,\N,\N,Jacques,Laffite,1943-11-21,French,http://en.wikipedia.org/wiki/Jacques_Laffite
12870,530,119,21,35.0,9,6,6,6,1,79,\N,\N,\N,\N,\N,\N,11,1978,patrese,\N,\N,Riccardo,Patrese,1954-04-17,Italian,http://en.wikipedia.org/wiki/Riccardo_Patrese
12871,530,178,3,27.0,8,7,7,7,0,79,\N,\N,\N,\N,\N,\N,11,1978,jones,\N,\N,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
12872,530,224,56,14.0,15,8,8,8,0,79,\N,\N,\N,\N,\N,\N,11,1978,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
12873,530,243,21,36.0,18,9,9,9,0,79,\N,\N,\N,\N,\N,\N,11,1978,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen
12874,530,223,58,17.0,20,10,10,10,0,79,\N,\N,\N,\N,\N,\N,11,1978,regazzoni,\N,\N,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni
12875,530,197,54,10.0,19,11,11,11,0,75,\N,\N,\N,\N,\N,\N,15,1978,jarier,\N,\N,Jean-Pierre,Jarier,1946-07-10,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
12876,530,175,1,8.0,11,12,12,12,0,74,\N,\N,\N,\N,\N,\N,3,1978,tambay,\N,\N,Patrick,Tambay,1949-06-25,French,http://en.wikipedia.org/wiki/Patrick_Tambay
12877,530,222,59,20.0,10,\N,R,13,0,59,\N,\N,\N,\N,\N,\N,3,1978,scheckter,\N,\N,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter
12878,530,230,63,19.0,17,\N,R,14,0,50,\N,\N,\N,\N,\N,\N,7,1978,brambilla,\N,\N,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla
12879,530,219,4,15.0,13,\N,R,15,0,43,\N,\N,\N,\N,\N,\N,101,1978,jabouille,\N,\N,Jean-Pierre,Jabouille,1942-10-01,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
12880,530,203,6,12.0,2,\N,R,16,0,38,\N,\N,\N,\N,\N,\N,3,1978,gilles_villeneuve,\N,\N,Gilles,Villeneuve,1950-01-18,Canadian,http://en.wikipedia.org/wiki/Gilles_Villeneuve
12881,530,182,34,1.0,3,\N,R,17,0,27,\N,\N,\N,\N,\N,\N,80,1978,lauda,\N,\N,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda
12882,530,202,25,3.0,22,\N,R,18,0,25,\N,\N,\N,\N,\N,\N,6,1978,pironi,\N,\N,Didier,Pironi,1952-03-26,French,http://en.wikipedia.org/wiki/Didier_Pironi
12883,530,232,60,37.0,21,\N,R,19,0,17,\N,\N,\N,\N,\N,\N,6,1978,merzario,\N,\N,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario
12884,530,200,54,9.0,16,\N,R,20,0,11,\N,\N,\N,\N,\N,\N,23,1978,mass,\N,\N,Jochen,Mass,1946-09-30,German,http://en.wikipedia.org/wiki/Jochen_Mass
12885,530,187,34,2.0,5,\N,R,21,0,9,\N,\N,\N,\N,\N,\N,6,1978,watson,\N,\N,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver)
12886,530,231,1,7.0,7,\N,R,22,0,5,\N,\N,\N,\N,\N,\N,3,1978,hunt,\N,\N,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt
12887,530,211,63,18.0,0,\N,W,23,0,0,\N,\N,\N,\N,\N,\N,3,1978,keegan,\N,\N,Rupert,Keegan,1955-02-26,British,http://en.wikipedia.org/wiki/Rupert_Keegan
12888,530,233,58,16.0,0,\N,W,24,0,0,\N,\N,\N,\N,\N,\N,3,1978,stuck,\N,\N,Hans-Joachim,Stuck,1951-01-01,German,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck
12889,530,239,1,30.0,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,1978,lunger,\N,\N,Brett,Lunger,1945-11-14,American,http://en.wikipedia.org/wiki/Brett_Lunger
12890,530,241,57,22.0,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,1978,leoni,\N,\N,Lamberto,Leoni,1953-05-24,Italian,http://en.wikipedia.org/wiki/Lamberto_Leoni
12891,530,177,55,32.0,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,97,1978,keke_rosberg,\N,\N,Keke,Rosberg,1948-12-06,Finnish,http://en.wikipedia.org/wiki/Keke_Rosberg
12892,530,212,32,25.0,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,97,1978,rebaque,\N,\N,Hector,Rebaque,1956-02-05,Mexican,http://en.wikipedia.org/wiki/Hector_Rebaque
12893,530,240,58,39.0,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,97,1978,ongais,\N,\N,Danny,Ongais,1942-05-21,American,http://en.wikipedia.org/wiki/Danny_Ongais
12894,530,206,64,24.0,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,97,1978,daly,\N,\N,Derek,Daly,1953-03-11,Irish,http://en.wikipedia.org/wiki/Derek_Daly
12895,531,221,25,4.0,5,1,1,1,9,75,1:55:14.66,6914660,\N,\N,\N,\N,1,1978,depailler,\N,\N,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler
12896,531,182,34,1.0,3,2,2,2,6,75,+22.45,6937110,\N,\N,\N,\N,1,1978,lauda,\N,\N,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda
12897,531,222,59,20.0,9,3,3,3,4,75,+32.29,6946950,\N,\N,\N,\N,1,1978,scheckter,\N,\N,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter
12898,531,187,34,2.0,2,4,4,4,3,75,+33.53,6948190,\N,\N,\N,\N,1,1978,watson,\N,\N,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver)
12899,531,202,25,3.0,13,5,5,5,2,75,+1:08.06,6982720,\N,\N,\N,\N,1,1978,pironi,\N,\N,Didier,Pironi,1952-03-26,French,http://en.wikipedia.org/wiki/Didier_Pironi
12900,531,119,21,35.0,14,6,6,6,1,75,+1:08.77,6983430,\N,\N,\N,\N,1,1978,patrese,\N,\N,Riccardo,Patrese,1954-04-17,Italian,http://en.wikipedia.org/wiki/Riccardo_Patrese
12901,531,175,1,8.0,11,7,7,7,0,74,\N,\N,\N,\N,\N,\N,11,1978,tambay,\N,\N,Patrick,Tambay,1949-06-25,French,http://en.wikipedia.org/wiki/Patrick_Tambay
12902,531,199,6,11.0,1,8,8,8,0,74,\N,\N,\N,\N,\N,\N,11,1978,reutemann,\N,\N,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann
12903,531,224,56,14.0,20,9,9,9,0,74,\N,\N,\N,\N,\N,\N,11,1978,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
12904,531,219,4,15.0,12,10,10,10,0,71,\N,\N,\N,\N,\N,\N,14,1978,jabouille,\N,\N,Jean-Pierre,Jabouille,1942-10-01,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
12905,531,207,32,5.0,4,11,11,11,0,69,\N,\N,\N,\N,\N,\N,16,1978,mario_andretti,\N,\N,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti
12906,531,203,6,12.0,8,\N,R,12,0,62,\N,\N,\N,\N,\N,\N,3,1978,gilles_villeneuve,\N,\N,Gilles,Villeneuve,1950-01-18,Canadian,http://en.wikipedia.org/wiki/Gilles_Villeneuve
12907,531,238,32,6.0,7,\N,R,13,0,56,\N,\N,\N,\N,\N,\N,6,1978,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson
12908,531,231,1,7.0,6,\N,R,14,0,43,\N,\N,\N,\N,\N,\N,64,1978,hunt,\N,\N,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt
12909,531,243,21,36.0,19,\N,R,15,0,38,\N,\N,\N,\N,\N,\N,100,1978,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen
12910,531,178,3,27.0,10,\N,R,16,0,29,\N,\N,\N,\N,\N,\N,44,1978,jones,\N,\N,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
12911,531,235,57,22.0,16,\N,R,17,0,27,\N,\N,\N,\N,\N,\N,23,1978,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx
12912,531,233,58,16.0,17,\N,R,18,0,24,\N,\N,\N,\N,\N,\N,3,1978,stuck,\N,\N,Hans-Joachim,Stuck,1951-01-01,German,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck
12913,531,172,27,26.0,15,\N,R,19,0,13,\N,\N,\N,\N,\N,\N,6,1978,laffite,\N,\N,Jacques,Laffite,1943-11-21,French,http://en.wikipedia.org/wiki/Jacques_Laffite
12914,531,211,63,18.0,18,\N,R,20,0,8,\N,\N,\N,\N,\N,\N,7,1978,keegan,\N,\N,Rupert,Keegan,1955-02-26,British,http://en.wikipedia.org/wiki/Rupert_Keegan
12915,531,200,54,9.0,0,\N,F,21,0,0,\N,\N,\N,\N,\N,\N,81,1978,mass,\N,\N,Jochen,Mass,1946-09-30,German,http://en.wikipedia.org/wiki/Jochen_Mass
12916,531,223,58,17.0,0,\N,F,22,0,0,\N,\N,\N,\N,\N,\N,81,1978,regazzoni,\N,\N,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni
12917,531,197,54,10.0,0,\N,F,23,0,0,\N,\N,\N,\N,\N,\N,81,1978,jarier,\N,\N,Jean-Pierre,Jarier,1946-07-10,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jarier
12918,531,230,63,19.0,0,\N,F,24,0,0,\N,\N,\N,\N,\N,\N,81,1978,brambilla,\N,\N,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla
12919,531,177,55,32.0,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,97,1978,keke_rosberg,\N,\N,Keke,Rosberg,1948-12-06,Finnish,http://en.wikipedia.org/wiki/Keke_Rosberg
12920,531,206,64,24.0,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,97,1978,daly,\N,\N,Derek,Daly,1953-03-11,Irish,http://en.wikipedia.org/wiki/Derek_Daly
12921,531,163,65,31.0,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,97,1978,arnoux,\N,\N,René,Arnoux,1948-07-04,French,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
12922,531,212,32,25.0,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,97,1978,rebaque,\N,\N,Hector,Rebaque,1956-02-05,Mexican,http://en.wikipedia.org/wiki/Hector_Rebaque
12923,531,239,1,30.0,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,97,1978,lunger,\N,\N,Brett,Lunger,1945-11-14,American,http://en.wikipedia.org/wiki/Brett_Lunger
12924,531,232,60,37.0,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,97,1978,merzario,\N,\N,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario
12925,532,207,32,5.0,1,1,1,1,9,70,1:39:52.02,5992020,\N,\N,\N,\N,1,1978,mario_andretti,\N,\N,Mario,Andretti,1940-02-28,American,http://en.wikipedia.org/wiki/Mario_Andretti
12926,532,238,32,6.0,7,2,2,2,6,70,+9.90,6001920,\N,\N,\N,\N,1,1978,peterson,\N,\N,Ronnie,Peterson,1944-02-14,Swedish,http://en.wikipedia.org/wiki/Ronnie_Peterson
12927,532,199,6,11.0,2,3,3,3,4,70,+24.34,6016360,\N,\N,\N,\N,1,1978,reutemann,\N,\N,Carlos,Reutemann,1942-04-12,Argentine,http://en.wikipedia.org/wiki/Carlos_Reutemann
12928,532,203,6,12.0,4,4,4,4,3,70,+47.04,6039060,\N,\N,\N,\N,1,1978,gilles_villeneuve,\N,\N,Gilles,Villeneuve,1950-01-18,Canadian,http://en.wikipedia.org/wiki/Gilles_Villeneuve
12929,532,172,27,26.0,14,5,5,5,2,69,\N,\N,\N,\N,\N,\N,3,1978,laffite,\N,\N,Jacques,Laffite,1943-11-21,French,http://en.wikipedia.org/wiki/Jacques_Laffite
12930,532,202,25,3.0,23,6,6,6,1,69,\N,\N,\N,\N,\N,\N,11,1978,pironi,\N,\N,Didier,Pironi,1952-03-26,French,http://en.wikipedia.org/wiki/Didier_Pironi
12931,532,239,1,30.0,24,7,7,7,0,69,\N,\N,\N,\N,\N,\N,11,1978,lunger,\N,\N,Brett,Lunger,1945-11-14,American,http://en.wikipedia.org/wiki/Brett_Lunger
12932,532,152,1,33.0,21,8,8,8,0,69,\N,\N,\N,\N,\N,\N,11,1978,giacomelli,\N,\N,Bruno,Giacomelli,1952-09-10,Italian,http://en.wikipedia.org/wiki/Bruno_Giacomelli
12933,532,163,65,31.0,19,9,9,9,0,68,\N,\N,\N,\N,\N,\N,12,1978,arnoux,\N,\N,René,Arnoux,1948-07-04,French,http://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux
12934,532,178,3,27.0,11,10,10,10,0,68,\N,\N,\N,\N,\N,\N,12,1978,jones,\N,\N,Alan,Jones,1946-11-02,Australian,http://en.wikipedia.org/wiki/Alan_Jones_(Formula_1)
12935,532,200,54,9.0,16,11,11,11,0,68,\N,\N,\N,\N,\N,\N,12,1978,mass,\N,\N,Jochen,Mass,1946-09-30,German,http://en.wikipedia.org/wiki/Jochen_Mass
12936,532,235,57,22.0,22,12,12,12,0,64,\N,\N,\N,\N,\N,\N,16,1978,ickx,\N,\N,Jacky,Ickx,1945-01-01,Belgian,http://en.wikipedia.org/wiki/Jacky_Ickx
12937,532,230,63,19.0,12,13,13,13,0,63,\N,\N,\N,\N,\N,\N,5,1978,brambilla,\N,\N,Vittorio,Brambilla,1937-11-11,Italian,http://en.wikipedia.org/wiki/Vittorio_Brambilla
12938,532,233,58,16.0,10,\N,R,14,0,56,\N,\N,\N,\N,\N,\N,20,1978,stuck,\N,\N,Hans-Joachim,Stuck,1951-01-01,German,http://en.wikipedia.org/wiki/Hans_Joachim_Stuck
12939,532,219,4,15.0,20,\N,N,15,0,56,\N,\N,\N,\N,\N,\N,62,1978,jabouille,\N,\N,Jean-Pierre,Jabouille,1942-10-01,French,http://en.wikipedia.org/wiki/Jean-Pierre_Jabouille
12940,532,222,59,20.0,5,\N,R,16,0,53,\N,\N,\N,\N,\N,\N,20,1978,scheckter,\N,\N,Jody,Scheckter,1950-01-29,South African,http://en.wikipedia.org/wiki/Jody_Scheckter
12941,532,221,25,4.0,13,\N,R,17,0,51,\N,\N,\N,\N,\N,\N,6,1978,depailler,\N,\N,Patrick,Depailler,1944-08-09,French,http://en.wikipedia.org/wiki/Patrick_Depailler
12942,532,223,58,17.0,18,\N,R,18,0,40,\N,\N,\N,\N,\N,\N,7,1978,regazzoni,\N,\N,Clay,Regazzoni,1939-09-05,Swiss,http://en.wikipedia.org/wiki/Clay_Regazzoni
12943,532,119,21,35.0,8,\N,R,19,0,31,\N,\N,\N,\N,\N,\N,22,1978,patrese,\N,\N,Riccardo,Patrese,1954-04-17,Italian,http://en.wikipedia.org/wiki/Riccardo_Patrese
12944,532,243,21,36.0,17,\N,R,20,0,26,\N,\N,\N,\N,\N,\N,20,1978,stommelen,\N,\N,Rolf,Stommelen,1943-07-11,German,http://en.wikipedia.org/wiki/Rolf_Stommelen
12945,532,187,34,2.0,9,\N,R,21,0,18,\N,\N,\N,\N,\N,\N,3,1978,watson,\N,\N,John,Watson,1946-05-04,British,http://en.wikipedia.org/wiki/John_Watson_(racing_driver)
12946,532,182,34,1.0,3,\N,R,22,0,0,\N,\N,\N,\N,\N,\N,3,1978,lauda,\N,\N,Niki,Lauda,1949-02-22,Austrian,http://en.wikipedia.org/wiki/Niki_Lauda
12947,532,231,1,7.0,6,\N,R,23,0,0,\N,\N,\N,\N,\N,\N,3,1978,hunt,\N,\N,James,Hunt,1947-08-29,British,http://en.wikipedia.org/wiki/James_Hunt
12948,532,224,56,14.0,15,\N,R,24,0,0,\N,\N,\N,\N,\N,\N,3,1978,emerson_fittipaldi,\N,\N,Emerson,Fittipaldi,1946-12-12,Brazilian,http://en.wikipedia.org/wiki/Emerson_Fittipaldi
12949,532,211,63,18.0,0,\N,F,25,0,0,\N,\N,\N,\N,\N,\N,81,1978,keegan,\N,\N,Rupert,Keegan,1955-02-26,British,http://en.wikipedia.org/wiki/Rupert_Keegan
12950,532,206,64,24.0,0,\N,F,26,0,0,\N,\N,\N,\N,\N,\N,81,1978,daly,\N,\N,Derek,Daly,1953-03-11,Irish,http://en.wikipedia.org/wiki/Derek_Daly
12951,532,177,55,32.0,0,\N,F,27,0,0,\N,\N,\N,\N,\N,\N,81,1978,keke_rosberg,\N,\N,Keke,Rosberg,1948-12-06,Finnish,http://en.wikipedia.org/wiki/Keke_Rosberg
12952,532,244,54,10.0,0,\N,F,28,0,0,\N,\N,\N,\N,\N,\N,81,1978,colombo,\N,\N,Alberto,Colombo,1946-02-23,Italian,http://en.wikipedia.org/wiki/Alberto_Colombo
12953,532,212,32,25.0,0,\N,F,29,0,0,\N,\N,\N,\N,\N,\N,97,1978,rebaque,\N,\N,Hector,Rebaque,1956-02-05,Mexican,http://en.wikipedia.org/wiki/Hector_Rebaque
12954,532,232,60,37.0,0,\N,F,30,0,0,\N,\N,\N,\N,\N,\N,97,1978,merzario,\N,\N,Arturo,Merzario,1943-03-11,Italian,http://en.wikipedia.org/wiki/Arturo_Merzario
